Titre,Texte,Etoiles,text,label,language,clean_text
Très bien je suis satisfaite,Très bien je suis satisfaite,5,Très bien je suis satisfaite Très bien je suis satisfaite,1,fr,très bien satisfaite très bien satisfaite
Tres bien rien à redire,Tres bien rien à redire,5,Tres bien rien à redire Tres bien rien à redire,1,fr,tres bien rien redire tres bien rien redire
Je recommande,Bonne qualité livraison rapide et retour simple,5,Je recommande Bonne qualité livraison rapide et retour simple,1,fr,recommande bonne qualité livraison rapide retour simple
j'ai effectué une commande chez shein…,"j'ai effectué une commande chez shein les colis sont perdus, je n'ai malheureusement aucune preuve et shein ne veut rien savoir je n'ai ni remboursement ni un renvoi des articles
j'ai saisi paypal, envoyer des mails au transporteur personne ne retrouvent la trace des colis j'en suis donc pour 52€ de ma pomme et en cadeau pour shein
très déçue face au service clientele qui n'est pas conciliant du tout ! je ne commanderai plus chez eux",1,"j'ai effectué une commande chez shein… j'ai effectué une commande chez shein les colis sont perdus, je n'ai malheureusement aucune preuve et shein ne veut rien savoir je n'ai ni remboursement ni un renvoi des articles
j'ai saisi paypal, envoyer des mails au transporteur personne ne retrouvent la trace des colis j'en suis donc pour 52€ de ma pomme et en cadeau pour shein
très déçue face au service clientele qui n'est pas conciliant du tout ! je ne commanderai plus chez eux",0,fr,jai effectué commande chez shein… jai effectué commande chez shein colis perdus nai malheureusement aucune preuve shein veut rien savoir nai ni remboursement ni renvoi articles jai saisi paypal envoyer mails transporteur personne retrouvent trace colis jen donc 52€ pomme cadeau shein très déçue face service clientele nest conciliant tout commanderai plus chez
Livraison rapide,Toujours contente de ma livraison car elle est rapide. Et je n ai rencontré de de problème ni d objets casser.,5,Livraison rapide Toujours contente de ma livraison car elle est rapide. Et je n ai rencontré de de problème ni d objets casser.,1,fr,livraison rapide toujours contente livraison car rapide rencontré problème ni objets casser
Je suis toujours contente avec shein…,"Je suis toujours contente avec shein ,si ce n’est pas pour la bonne affaire,et la bonne qualité,pour le service après vente et les retours qui se passent parfaitement.merci shein 🙂",5,"Je suis toujours contente avec shein… Je suis toujours contente avec shein ,si ce n’est pas pour la bonne affaire,et la bonne qualité,pour le service après vente et les retours qui se passent parfaitement.merci shein 🙂",1,fr,toujours contente shein… toujours contente shein si ’ bonne affaireet bonne qualitépour service après vente retours passent parfaitementmerci shein 🙂
C'est parfait !,Date de l'expérience: 22 février 2025,5,C'est parfait ! Date de l'expérience: 22 février 2025,1,fr,cest parfait date lexpérience 22 février 2025
Top livraison rapide conforme à ce que…,Top livraison rapide conforme à ce que j ai demandé,5,Top livraison rapide conforme à ce que… Top livraison rapide conforme à ce que j ai demandé,1,fr,top livraison rapide conforme que… top livraison rapide conforme demandé
Aucun problème avec shein.,Aucun problème avec shein.. tout Est parfait,5,Aucun problème avec shein. Aucun problème avec shein.. tout Est parfait,1,fr,aucun problème shein aucun problème shein tout parfait
Parfait comme d'habitude les délais…,Parfait comme d'habitude les délais sont respectés,5,Parfait comme d'habitude les délais… Parfait comme d'habitude les délais sont respectés,1,fr,parfait comme dhabitude délais… parfait comme dhabitude délais respectés
C était une commande pour ma petite…,C était une commande pour ma petite fille elle est ravie,5,C était une commande pour ma petite… C était une commande pour ma petite fille elle est ravie,1,fr,commande petite… commande petite fille ravie
Entièrement satisfaite 😌,Produits conformes à mes attentes,5,Entièrement satisfaite 😌 Produits conformes à mes attentes,1,fr,entièrement satisfaite 😌 produits conformes attentes
Satisfaite,Livraison rapide et article conforme a ma commande,5,Satisfaite Livraison rapide et article conforme a ma commande,1,fr,satisfaite livraison rapide article conforme commande
"C magnifique de commander à shein ,j…","C magnifique de commander à shein ,j adore les habits,tout .",5,"C magnifique de commander à shein ,j… C magnifique de commander à shein ,j adore les habits,tout .",1,fr,magnifique commander shein j… magnifique commander shein adore habitstout
Satisfaite à 100%,Toujours très satisfaite de mes achats. Très bon rapport qualité prix. Envoi rapide et soigné.,5,Satisfaite à 100% Toujours très satisfaite de mes achats. Très bon rapport qualité prix. Envoi rapide et soigné.,1,fr,satisfaite 100 toujours très satisfaite achats très bon rapport qualité prix envoi rapide soigné
Très satisfaite de ma commande.,Date de l'expérience: 03 février 2025,5,Très satisfaite de ma commande. Date de l'expérience: 03 février 2025,1,fr,très satisfaite commande date lexpérience 03 février 2025
Livraison rapide et articles conformes…,Livraison rapide et articles conformes au photo,4,Livraison rapide et articles conformes… Livraison rapide et articles conformes au photo,1,fr,livraison rapide articles conformes… livraison rapide articles conformes photo
"Grand choix pour petit budget,qualité…","Grand choix pour petit budget,qualité au rdv et si c'est pas le cas retour gratuit et remboursement rapide.
Envoie rapide et soigné.",5,"Grand choix pour petit budget,qualité… Grand choix pour petit budget,qualité au rdv et si c'est pas le cas retour gratuit et remboursement rapide.
Envoie rapide et soigné.",1,fr,grand choix petit budgetqualité… grand choix petit budgetqualité rdv si cest cas retour gratuit remboursement rapide envoie rapide soigné
Suis ravie !!!,Date de l'expérience: 22 février 2025,5,Suis ravie !!! Date de l'expérience: 22 février 2025,1,fr,ravie date lexpérience 22 février 2025
Tres bien commandé assez rapide,Tres bien commandé assez rapide,5,Tres bien commandé assez rapide Tres bien commandé assez rapide,1,fr,tres bien commandé assez rapide tres bien commandé assez rapide
Satisfait,Je suis ravie de mes commandes,5,Satisfait Je suis ravie de mes commandes,1,fr,satisfait ravie commandes
Rapidité,Reçu en 4 jours,5,Rapidité Reçu en 4 jours,1,fr,rapidité reçu 4 jours
Je suis souvent ravie des articles que…,Je suis souvent ravie des articles que je reçois qui correspondent au site. Un petit bémol... les délais parfois trop longs,4,Je suis souvent ravie des articles que… Je suis souvent ravie des articles que je reçois qui correspondent au site. Un petit bémol... les délais parfois trop longs,1,fr,souvent ravie articles que… souvent ravie articles reçois correspondent site petit bémol délais parfois trop longs
Bonjour,"Bonjour
Mon colis à été livré en même pas 1 semaine et aucun article à été endommagé.
Merci beaucoup tous et correct à sa description",5,"Bonjour Bonjour
Mon colis à été livré en même pas 1 semaine et aucun article à été endommagé.
Merci beaucoup tous et correct à sa description",1,fr,bonjour bonjour colis livré 1 semaine aucun article endommagé merci beaucoup tous correct description
Satisfaite des services jusqu’à ma…,Satisfaite des services jusqu’à ma dernière commande où il manquait 2 articles(2 colliers et un autre (presse ail) est arrivé abîmé. Il a été mentionné que le colis avait été reconditionné durant le transit. Aucun interlocuteur pour réclamer les articles manquants. Dommage !!! J’hésite à commander à nouveau.,4,Satisfaite des services jusqu’à ma… Satisfaite des services jusqu’à ma dernière commande où il manquait 2 articles(2 colliers et un autre (presse ail) est arrivé abîmé. Il a été mentionné que le colis avait été reconditionné durant le transit. Aucun interlocuteur pour réclamer les articles manquants. Dommage !!! J’hésite à commander à nouveau.,1,fr,satisfaite services jusqu ’ ma… satisfaite services jusqu ’ dernière commande où manquait 2 articles2 colliers autre presse ail arrivé abîmé mentionné colis reconditionné durant transit aucun interlocuteur réclamer articles manquants dommage ’ hésite commander nouveau
Tout va trop vite.,"Tout va trop vite.
Les bons, les offres EXCEPTIONNELLES, les crédits... On n'a pas le temps de comprendre, de choisir....
Pour les retours , ça va je suis arrivée à en faire mais l'évidence voudrait que la somme des retours soit tout de suite desuite de la commande suivante et voilà. Simple . On s'y retrouverait mieux.
Quant ay la qualité des articles : bof ! Une jupe tricotée, en lainage. Le photo super ! Bravo le photographe 👏🏻👏🏻👏🏻 mais déception . Tout synthétique , léger , trop long...",2,"Tout va trop vite. Tout va trop vite.
Les bons, les offres EXCEPTIONNELLES, les crédits... On n'a pas le temps de comprendre, de choisir....
Pour les retours , ça va je suis arrivée à en faire mais l'évidence voudrait que la somme des retours soit tout de suite desuite de la commande suivante et voilà. Simple . On s'y retrouverait mieux.
Quant ay la qualité des articles : bof ! Une jupe tricotée, en lainage. Le photo super ! Bravo le photographe 👏🏻👏🏻👏🏻 mais déception . Tout synthétique , léger , trop long...",0,fr,tout va trop vite tout va trop vite bons offres exceptionnelles crédits na temps comprendre choisir retours ça va arrivée faire lévidence voudrait somme retours tout suite desuite commande suivante voilà simple sy retrouverait mieux quant ay qualité articles bof jupe tricotée lainage photo super bravo photographe 👏🏻👏🏻👏🏻 déception tout synthétique léger trop long
Toujours au top,"Top, et rapide.",5,"Toujours au top Top, et rapide.",1,fr,toujours top top rapide
Site clair,"Site clair, jolies photos et partie commentaire des clients qui aident à se faire une bonne opinion de l'article",5,"Site clair Site clair, jolies photos et partie commentaire des clients qui aident à se faire une bonne opinion de l'article",1,fr,site clair site clair jolies photos partie commentaire clients aident faire bonne opinion larticle
J'adore commende chez shein toujours…,J'adore commende chez shein toujours contente de mes achats est attention à la longueur des blouses defois petite,5,J'adore commende chez shein toujours… J'adore commende chez shein toujours contente de mes achats est attention à la longueur des blouses defois petite,1,fr,jadore commende chez shein toujours… jadore commende chez shein toujours contente achats attention longueur blouses defois petite
Satisfaite des délais de livraison,"Satisfaite des délais de livraison, mais parfois déçue des couleurs ou matiére. Dans l'ensemble, contente de mes achats",4,"Satisfaite des délais de livraison Satisfaite des délais de livraison, mais parfois déçue des couleurs ou matiére. Dans l'ensemble, contente de mes achats",1,fr,satisfaite délais livraison satisfaite délais livraison parfois déçue couleurs matiére lensemble contente achats
Top top,Contente de la commande et de la rapidité de la livraison,5,Top top Contente de la commande et de la rapidité de la livraison,1,fr,top top contente commande rapidité livraison
J’aime trop,J’aime trop,5,J’aime trop J’aime trop,1,fr,’ aime trop ’ aime trop
super pas de problème pour se faire rembourser,elles fait du bien quand onts a pas de gros salaires vue les prix dans les magasins,5,super pas de problème pour se faire rembourser elles fait du bien quand onts a pas de gros salaires vue les prix dans les magasins,1,fr,super problème faire rembourser elles fait bien quand onts gros salaires vue prix magasins
Parfait pour tous les achats effectués.,Date de l'expérience: 22 février 2025,5,Parfait pour tous les achats effectués. Date de l'expérience: 22 février 2025,1,fr,parfait tous achats effectués date lexpérience 22 février 2025
Très satisfaite 😃,"Je suis très satisfaite de mon expérience avec Shein auprès de qui je commande régulièrement ; large choix de qualité , c'est un plaisir !",4,"Très satisfaite 😃 Je suis très satisfaite de mon expérience avec Shein auprès de qui je commande régulièrement ; large choix de qualité , c'est un plaisir !",1,fr,très satisfaite 😃 très satisfaite expérience shein auprès commande régulièrement large choix qualité cest plaisir
Parfait tout est nickel avec Shein,Parfait tout est nickel avec Shein,5,Parfait tout est nickel avec Shein Parfait tout est nickel avec Shein,1,fr,parfait tout nickel shein parfait tout nickel shein
Robe magnifique 😍 et livrée avec de l…,Robe magnifique 😍 et livrée avec de l avance 👍,5,Robe magnifique 😍 et livrée avec de l… Robe magnifique 😍 et livrée avec de l avance 👍,1,fr,robe magnifique 😍 livrée l… robe magnifique 😍 livrée avance 👍
livraison rapide et je suis satisfaite…,"livraison rapide et je suis satisfaite de mes achats
Très bon rapport qualité prix
articles conformes aux photos
j'ai apprécié les commentaires des autres acheteurs",5,"livraison rapide et je suis satisfaite… livraison rapide et je suis satisfaite de mes achats
Très bon rapport qualité prix
articles conformes aux photos
j'ai apprécié les commentaires des autres acheteurs",1,fr,livraison rapide satisfaite… livraison rapide satisfaite achats très bon rapport qualité prix articles conformes photos jai apprécié commentaires autres acheteurs
Très bien je recommande,"Bonne appli, facile de faire une recherche. Toujours pleins d offres intéressantes, merci Shein pour ma bourse, livraison dans les délais vraiment satisfaite. Je recommande",4,"Très bien je recommande Bonne appli, facile de faire une recherche. Toujours pleins d offres intéressantes, merci Shein pour ma bourse, livraison dans les délais vraiment satisfaite. Je recommande",1,fr,très bien recommande bonne appli facile faire recherche toujours pleins offres intéressantes merci shein bourse livraison délais vraiment satisfaite recommande
Livraison rapide,Livraison rapide,5,Livraison rapide Livraison rapide,1,fr,livraison rapide livraison rapide
Bon produit pour petit prix au top,Date de l'expérience: 08 février 2025,5,Bon produit pour petit prix au top Date de l'expérience: 08 février 2025,1,fr,bon produit petit prix top date lexpérience 08 février 2025
Commande trop longue à arriver,Commande trop longue à arriver,4,Commande trop longue à arriver Commande trop longue à arriver,1,fr,commande trop longue arriver commande trop longue arriver
De très bon produits,"De très bon produits,
Prix correct et attractif
Les tailles correspondent à notre commande.",5,"De très bon produits De très bon produits,
Prix correct et attractif
Les tailles correspondent à notre commande.",1,fr,très bon produits très bon produits prix correct attractif tailles correspondent commande
Bien efficace rapide aucun problème,Bien efficace rapide aucun problème,5,Bien efficace rapide aucun problème Bien efficace rapide aucun problème,1,fr,bien efficace rapide aucun problème bien efficace rapide aucun problème
Avis 👍,Il y a rien à dire j'aime bien shein c'est tout 👍,5,Avis 👍 Il y a rien à dire j'aime bien shein c'est tout 👍,1,fr,avis 👍 a rien dire jaime bien shein cest tout 👍
Super,Tre bonne qualité….comme l’image,5,Super Tre bonne qualité….comme l’image,1,fr,super tre bonne qualité…comme ’ image
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️…,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💓💓💓💓💓💓💓💓,5,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️… ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💓💓💓💓💓💓💓💓,1,fr,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️… ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💓💓💓💓💓💓💓💓
Rapide et les tailles correspondent,Livraison plutôt Rapide et les tailles correspondent,5,Rapide et les tailles correspondent Livraison plutôt Rapide et les tailles correspondent,1,fr,rapide tailles correspondent livraison plutôt rapide tailles correspondent
Super pour les produits shein jaime bien,Super pour les produits shein jaime bien,5,Super pour les produits shein jaime bien Super pour les produits shein jaime bien,1,fr,super produits shein jaime bien super produits shein jaime bien
J'ai pas reçu toute ma commande,J'ai pas reçu toute ma commande,1,J'ai pas reçu toute ma commande J'ai pas reçu toute ma commande,0,fr,jai reçu toute commande jai reçu toute commande
le choix,"le choix , le prix , la livraison , le sérieux ,le remboursement et la rapidité .",5,"le choix le choix , le prix , la livraison , le sérieux ,le remboursement et la rapidité .",1,fr,choix choix prix livraison sérieux remboursement rapidité
Attention clients Shein!!!!!,"Attention clients Shein, au moindre problème avec un colis non livré dans sa boîte aux lettres, vous ne serez pas remboursé. En effet, Shein, n'a aucun sens de la relation client. Impossibilité d'échanger par téléphone. C'est au client de mener l'enquête de son colis non livré mais entièrement réglé. C'est une arnaque entre Shein et son transporteur . Shein demande des preuves impossibles à donner en tant que client. Je donne la photo de ma boîte aux lettres vide, non fracturée. J'ai contacté mes voisins : aucune trace de mon colis. Or, Shein me demande une vidéo surveillance de ma boîte aux lettres. Qui en ayant payé une commande de 20 euros auprès de Shein possède une vidéo surveillance de sa boîte aux lettres ???
C'est une ARNAQUE entre Shein et son transporteur. Après une semaine d'échanges mails journalier, Shein ne veut pas me rembourser. C'est scandaleux !!!!",1,"Attention clients Shein!!!!! Attention clients Shein, au moindre problème avec un colis non livré dans sa boîte aux lettres, vous ne serez pas remboursé. En effet, Shein, n'a aucun sens de la relation client. Impossibilité d'échanger par téléphone. C'est au client de mener l'enquête de son colis non livré mais entièrement réglé. C'est une arnaque entre Shein et son transporteur . Shein demande des preuves impossibles à donner en tant que client. Je donne la photo de ma boîte aux lettres vide, non fracturée. J'ai contacté mes voisins : aucune trace de mon colis. Or, Shein me demande une vidéo surveillance de ma boîte aux lettres. Qui en ayant payé une commande de 20 euros auprès de Shein possède une vidéo surveillance de sa boîte aux lettres ???
C'est une ARNAQUE entre Shein et son transporteur. Après une semaine d'échanges mails journalier, Shein ne veut pas me rembourser. C'est scandaleux !!!!",0,fr,attention clients shein attention clients shein moindre problème colis non livré boîte lettres remboursé effet shein na aucun sens relation client impossibilité déchanger téléphone cest client mener lenquête colis non livré entièrement réglé cest arnaque entre shein transporteur shein demande preuves impossibles donner tant client donne photo boîte lettres vide non fracturée jai contacté voisins aucune trace colis or shein demande vidéo surveillance boîte lettres payé commande 20 euros auprès shein possède vidéo surveillance boîte lettres cest arnaque entre shein transporteur après semaine déchanges mails journalier shein veut rembourser cest scandaleux
Super !,Tout était parfait et la livraison super rapide !,5,Super ! Tout était parfait et la livraison super rapide !,1,fr,super tout parfait livraison super rapide
Je suis très content super cool,Je suis très content d'avoir faire mes commandes sur shein super cool et agréable merci beaucoup pour vous.,4,Je suis très content super cool Je suis très content d'avoir faire mes commandes sur shein super cool et agréable merci beaucoup pour vous.,1,fr,très content super cool très content davoir faire commandes shein super cool agréable merci beaucoup
Ras le bol,"J’ai tjrs commandé chez eux et ça fait au moins 3 fois que j’ai un problème que se soit livraison, article manquant, mauvais article dans le colis…",1,"Ras le bol J’ai tjrs commandé chez eux et ça fait au moins 3 fois que j’ai un problème que se soit livraison, article manquant, mauvais article dans le colis…",0,fr,ras bol ’ tjrs commandé chez ça fait moins 3 fois ’ problème livraison article manquant mauvais article colis…
Articles correspondent à mes attentes,"Les articles commandés correspondent à mes attentes.
Pour des prix vraiment très intéressants ! Des ustensiles de cuisine très pratique et des vêtements tendance à petit prix.",5,"Articles correspondent à mes attentes Les articles commandés correspondent à mes attentes.
Pour des prix vraiment très intéressants ! Des ustensiles de cuisine très pratique et des vêtements tendance à petit prix.",1,fr,articles correspondent attentes articles commandés correspondent attentes prix vraiment très intéressants ustensiles cuisine très pratique vêtements tendance petit prix
Au top,Jamais dessus livraison tjrs complète et en temps et en heure,5,Au top Jamais dessus livraison tjrs complète et en temps et en heure,1,fr,top jamais dessus livraison tjrs complète temps heure
Oui j’ai beaucoup les articles qu’ont…,Oui j’aime beaucoup les articles qu’ont trouvent sur shein. Il ÿ’en a pour tout les goûts,5,Oui j’ai beaucoup les articles qu’ont… Oui j’aime beaucoup les articles qu’ont trouvent sur shein. Il ÿ’en a pour tout les goûts,1,fr,oui ’ beaucoup articles ’ ont… oui ’ aime beaucoup articles ’ trouvent shein ÿ ’ tout goûts
Je suis jamais déçu,Je suis jamais déçu,5,Je suis jamais déçu Je suis jamais déçu,1,fr,jamais déçu jamais déçu
Jamais déçu !!,Date de l'expérience: 08 février 2025,5,Jamais déçu !! Date de l'expérience: 08 février 2025,1,fr,jamais déçu date lexpérience 08 février 2025
Très bonne commande très bons produits…,Très bonne commande très bons produits et livraison rapide,5,Très bonne commande très bons produits… Très bonne commande très bons produits et livraison rapide,1,fr,très bonne commande très bons produits… très bonne commande très bons produits livraison rapide
"L'envoi est rapide,en règle générale…","L'envoi est rapide,en règle générale les articles sont bien emballés et pour ma part je n'ai pas eu de casse . Il n'y a jamais eu de problème de livraison .",5,"L'envoi est rapide,en règle générale… L'envoi est rapide,en règle générale les articles sont bien emballés et pour ma part je n'ai pas eu de casse . Il n'y a jamais eu de problème de livraison .",1,fr,lenvoi rapideen règle générale… lenvoi rapideen règle générale articles bien emballés part nai casse ny jamais problème livraison
Problème avec la taille,"L’achat est ok, mais les tailles ne sont pas d’accord à ce qu’ils décrivent avec le produit, ce qui est très frustrant.",4,"Problème avec la taille L’achat est ok, mais les tailles ne sont pas d’accord à ce qu’ils décrivent avec le produit, ce qui est très frustrant.",1,fr,problème taille ’ achat ok tailles ’ accord ’ décrivent produit très frustrant
Très bon site avec du choix et des prix super intéressants,"L'envoie est toujours rapide les prix sont super. Il y a du pour tous les styles et tous les goûts. Parfois taille un peu petit, il faut bien lire le détail des mesures et les mensurations des modèles
Sinon génial.",4,"Très bon site avec du choix et des prix super intéressants L'envoie est toujours rapide les prix sont super. Il y a du pour tous les styles et tous les goûts. Parfois taille un peu petit, il faut bien lire le détail des mesures et les mensurations des modèles
Sinon génial.",1,fr,très bon site choix prix super intéressants lenvoie toujours rapide prix super a tous styles tous goûts parfois taille peu petit faut bien lire détail mesures mensurations modèles sinon génial
J'ai aimé tout les articles fidèles à…,J'ai aimé tout les articles fidèles à la description. Sauf un article il est trop petit et portant avant d'acheter j'ai vérifié les avis pour bien choisir la bonne taille. Mais malheureusement il me vas pas mais ils est trop beau.,5,J'ai aimé tout les articles fidèles à… J'ai aimé tout les articles fidèles à la description. Sauf un article il est trop petit et portant avant d'acheter j'ai vérifié les avis pour bien choisir la bonne taille. Mais malheureusement il me vas pas mais ils est trop beau.,1,fr,jai aimé tout articles fidèles à… jai aimé tout articles fidèles description sauf article trop petit portant avant dacheter jai vérifié avis bien choisir bonne taille malheureusement vas trop beau
👌👌👌👌👌,Rien à dire c’étais waouh 😁😁,4,👌👌👌👌👌 Rien à dire c’étais waouh 😁😁,1,fr,👌👌👌👌👌 rien dire ’ waouh 😁😁
Très bien 😊,"A chaque commande, tout se passe au mieux. Et si un article ne convient pas, le renvoie est facile 😊",5,"Très bien 😊 A chaque commande, tout se passe au mieux. Et si un article ne convient pas, le renvoie est facile 😊",1,fr,très bien 😊 chaque commande tout passe mieux si article convient renvoie facile 😊
Je n’ai pas reçu ma commande,Je n’ai pas reçu ma commande,1,Je n’ai pas reçu ma commande Je n’ai pas reçu ma commande,0,fr,’ reçu commande ’ reçu commande
Commande bien reçue rapide et tout…,Commande bien reçue rapide et tout correspond parfait,5,Commande bien reçue rapide et tout… Commande bien reçue rapide et tout correspond parfait,1,fr,commande bien reçue rapide tout… commande bien reçue rapide tout correspond parfait
Super produit,"Super produit, bonne qualité et pleins de tailles",5,"Super produit Super produit, bonne qualité et pleins de tailles",1,fr,super produit super produit bonne qualité pleins tailles
livraison rapide,"livraison rapide, couleurs des vêtements identiques à celles des photos du site le tableau des tailles aide vraiment pour ne pas se tromper",5,"livraison rapide livraison rapide, couleurs des vêtements identiques à celles des photos du site le tableau des tailles aide vraiment pour ne pas se tromper",1,fr,livraison rapide livraison rapide couleurs vêtements identiques celles photos site tableau tailles aide vraiment tromper
Très satisfaite,Très satisfaite,5,Très satisfaite Très satisfaite,1,fr,très satisfaite très satisfaite
Je suis très contente,Je suis très satisfaite de se que je commande pas dessus,5,Je suis très contente Je suis très satisfaite de se que je commande pas dessus,1,fr,très contente très satisfaite commande dessus
Tous a fait conforme à l image nickel…,Tous a fait conforme à l image nickel pour ma table.,5,Tous a fait conforme à l image nickel… Tous a fait conforme à l image nickel pour ma table.,1,fr,tous fait conforme image nickel… tous fait conforme image nickel table
Contente de mes achats,Contente de mes achats,5,Contente de mes achats Contente de mes achats,1,fr,contente achats contente achats
SHEIN est une bonne entreprise pas cher…,SHEIN est une bonne entreprise pas cher et bonne qualité,5,SHEIN est une bonne entreprise pas cher… SHEIN est une bonne entreprise pas cher et bonne qualité,1,fr,shein bonne entreprise cher… shein bonne entreprise cher bonne qualité
Tout les articles achetés sont vraiment top et conforme à l'image,"Tout les articles achetés sont vraiment top, j'adore votre site 🥰",5,"Tout les articles achetés sont vraiment top et conforme à l'image Tout les articles achetés sont vraiment top, j'adore votre site 🥰",1,fr,tout articles achetés vraiment top conforme limage tout articles achetés vraiment top jadore site 🥰
🥰🥰🥰🥰🥰🥰🥰🥰🥰,J'adore 🥰🥰🥰🥰🥰🥰🥰🥰,5,🥰🥰🥰🥰🥰🥰🥰🥰🥰 J'adore 🥰🥰🥰🥰🥰🥰🥰🥰,1,fr,🥰🥰🥰🥰🥰🥰🥰🥰🥰 jadore 🥰🥰🥰🥰🥰🥰🥰🥰
Je suis très satisfait,Je suis très satisfait,5,Je suis très satisfait Je suis très satisfait,1,fr,très satisfait très satisfait
Conforme à la commande,Date de l'expérience: 07 février 2025,4,Conforme à la commande Date de l'expérience: 07 février 2025,1,fr,conforme commande date lexpérience 07 février 2025
pour les retour c est très facile et…,pour les retour c est très facile et rapide .. le remboursement aussi,5,pour les retour c est très facile et… pour les retour c est très facile et rapide .. le remboursement aussi,1,fr,retour très facile et… retour très facile rapide remboursement aussi
tres bonne tres satisfait,tres bonne tres satisfait,5,tres bonne tres satisfait tres bonne tres satisfait,1,fr,tres bonne tres satisfait tres bonne tres satisfait
Service client médiocre,Service client médiocre,1,Service client médiocre Service client médiocre,0,fr,service client médiocre service client médiocre
très bien je suis satisfait,Date de l'expérience: 06 février 2025,5,très bien je suis satisfait Date de l'expérience: 06 février 2025,1,fr,très bien satisfait date lexpérience 06 février 2025
Très satisfaite,Très satisfaite. Commande reçue avec soin et dans les délais,5,Très satisfaite Très satisfaite. Commande reçue avec soin et dans les délais,1,fr,très satisfaite très satisfaite commande reçue soin délais
Toujours très satisfaite et jamais…,Toujours très satisfaite et jamais déçue de Shein.,5,Toujours très satisfaite et jamais… Toujours très satisfaite et jamais déçue de Shein.,1,fr,toujours très satisfaite jamais… toujours très satisfaite jamais déçue shein
Je ne veux plus être livré par cirro il…,Je ne veux plus être livré par cirro il ont mis mon colis dans la boîte au lettre et on peut ouvrir en grand la porte ma fille ses fait voler le siens j'avais demandé KON me Apel avent de me le remettre et il ont signé a ma place je suis handicapé le remp que je descends il été déjà parti la poste l'appel avent pour me dire que j'ai un colis,2,Je ne veux plus être livré par cirro il… Je ne veux plus être livré par cirro il ont mis mon colis dans la boîte au lettre et on peut ouvrir en grand la porte ma fille ses fait voler le siens j'avais demandé KON me Apel avent de me le remettre et il ont signé a ma place je suis handicapé le remp que je descends il été déjà parti la poste l'appel avent pour me dire que j'ai un colis,0,fr,veux plus être livré cirro il… veux plus être livré cirro mis colis boîte lettre peut ouvrir grand porte fille fait voler siens javais demandé kon apel avent remettre signé place handicapé remp descends déjà parti poste lappel avent dire jai colis
Non respect des commandes,"Bonjour la dernière commande que j'ai reçue n'était pas respectée. J'avais commandé une taille S et j'ai reçu une taille L !! Je vais donc être obligée de retourner l'article. La qualité du service se dégrade la précédente commande m'avait value une doudoune déchirée, avec du parfum et du fond de
teint ! Pour ce qui est de la livraison les délais sont respectés.",2,"Non respect des commandes Bonjour la dernière commande que j'ai reçue n'était pas respectée. J'avais commandé une taille S et j'ai reçu une taille L !! Je vais donc être obligée de retourner l'article. La qualité du service se dégrade la précédente commande m'avait value une doudoune déchirée, avec du parfum et du fond de
teint ! Pour ce qui est de la livraison les délais sont respectés.",0,fr,non respect commandes bonjour dernière commande jai reçue nétait respectée javais commandé taille jai reçu taille vais donc être obligée retourner larticle qualité service dégrade précédente commande mavait value doudoune déchirée parfum fond teint livraison délais respectés
Tous est très bien,Tous les produits sont très bien et remise me conviennent et le service de renvoi très bien merci beaucoup,5,Tous est très bien Tous les produits sont très bien et remise me conviennent et le service de renvoi très bien merci beaucoup,1,fr,tous très bien tous produits très bien remise conviennent service renvoi très bien merci beaucoup
