Title,Body,text,language,clean_text
Fast,Love everything,Fast Love everything,en,fast love everything
Amazing shipping and fast timing,Amazing shipping and fast timing,Amazing shipping and fast timing Amazing shipping and fast timing,en,amazing shipping fast timing amazing shipping fast timing
I really this the items I always order…,I really this the items I always order perfect quality 🥰🥰🥰,I really this the items I always order… I really this the items I always order perfect quality 🥰🥰🥰,en,really items always order… really items always order perfect quality 🥰🥰🥰
Great,Everything arrived before the date expected.,Great Everything arrived before the date expected.,en,great everything arrived date expected
Good 👍 Website,"Date of experience: January 02, 2025","Good 👍 Website Date of experience: January 02, 2025",en,good 👍 website date experience january 02 2025
Everytime I order my order takes a…,Everytime I order my order takes a whole month or more then 20 days to arrive,Everytime I order my order takes a… Everytime I order my order takes a whole month or more then 20 days to arrive,en,everytime order order takes a… everytime order order takes whole month 20 days arrive
Shein perfect,"Date of experience: January 02, 2025","Shein perfect Date of experience: January 02, 2025",en,shein perfect date experience january 02 2025
Exactly what I expected and it looks… Great,Exactly what I expected and it looks and works great,Exactly what I expected and it looks… Great Exactly what I expected and it looks and works great,en,exactly expected looks… great exactly expected looks works great
I’m giving it a 2 star rating because…The first few products were good after that nothing was good at all,I’m giving it a 2 star rating because when and IF I ever do receive my products usually they are as described. The first two orders were fine they came very quickly and I loved the products. So I decided to ditch temu and start using SHEIN. I spent over $200 on jewelry and clothes back in November expecting to have my stuff by Christmas as they were gifts. Suddenly everything got delayed and after 3 weeks of waiting and waiting I was offered a refund for everything and told I can keep the stuff when it finally does arrive. I never received any of the stuff but it says delivered on dec 23rd to an address not my address. When Addressing it SHEIN has the nerve to tell me I already got refunded and can repurchase again the same stuff I waited over a month for! I placed more orders because I was sure the same thing would not happen but after placing orders for items expected by Christmas a week and a half later I get delay notifications. It’s January 4 and still no packages! Not only that these bs games and promotions are false advertising! I’ve invited at least 40 people to SHEIN and got credit for one! And never get any free gifts! I’m done with SHEIN at this point!,I’m giving it a 2 star rating because…The first few products were good after that nothing was good at all I’m giving it a 2 star rating because when and IF I ever do receive my products usually they are as described. The first two orders were fine they came very quickly and I loved the products. So I decided to ditch temu and start using SHEIN. I spent over $200 on jewelry and clothes back in November expecting to have my stuff by Christmas as they were gifts. Suddenly everything got delayed and after 3 weeks of waiting and waiting I was offered a refund for everything and told I can keep the stuff when it finally does arrive. I never received any of the stuff but it says delivered on dec 23rd to an address not my address. When Addressing it SHEIN has the nerve to tell me I already got refunded and can repurchase again the same stuff I waited over a month for! I placed more orders because I was sure the same thing would not happen but after placing orders for items expected by Christmas a week and a half later I get delay notifications. It’s January 4 and still no packages! Not only that these bs games and promotions are false advertising! I’ve invited at least 40 people to SHEIN and got credit for one! And never get any free gifts! I’m done with SHEIN at this point!,en,’ giving 2 star rating because…the first products good nothing good ’ giving 2 star rating ever receive products usually described first two orders fine came quickly loved products decided ditch temu start using shein spent 200 jewelry clothes back november expecting stuff christmas gifts suddenly everything got delayed 3 weeks waiting waiting offered refund everything told keep stuff finally arrive never received stuff says delivered dec 23rd address address addressing shein nerve tell already got refunded repurchase stuff waited month placed orders sure thing would happen placing orders items expected christmas week half later get delay notifications ’ january 4 still packages bs games promotions false advertising ’ invited least 40 people shein got credit one never get free gifts ’ done shein point
As I reported last month Shien is a…,"As I reported last month Shien is a scam there delivery companies leave your packages in unsafe places,to get stolen,I have contacted SHEIN several times about this matter, I have put in a ticket left messages with customers service no help at all they blame the shipping company the shipping company blames them no one will replace the items or refund my money back over 100 dollars worth of items gone stolen,and SHEIN kept my hard earned money.be cautious people shopping at SHEIN .incident happened at December 14 2024 I never received the items","As I reported last month Shien is a… As I reported last month Shien is a scam there delivery companies leave your packages in unsafe places,to get stolen,I have contacted SHEIN several times about this matter, I have put in a ticket left messages with customers service no help at all they blame the shipping company the shipping company blames them no one will replace the items or refund my money back over 100 dollars worth of items gone stolen,and SHEIN kept my hard earned money.be cautious people shopping at SHEIN .incident happened at December 14 2024 I never received the items",en,reported last month shien a… reported last month shien scam delivery companies leave packages unsafe placesto get stoleni contacted shein several times matter put ticket left messages customers service help blame shipping company shipping company blames one replace items refund money back 100 dollars worth items gone stolenand shein kept hard earned moneybe cautious people shopping shein incident happened december 14 2024 never received items
Many clothes are not true to size,"Many clothes are not true to size. In order to return them I have to cover the cost, even though it is there fault. They make it very difficult to return items without cost to me. They want multiple images taken in a very specific way, rather than just accepting a return and checking the problem when the items arive back. This is hugely inconvenient. All clothing sizes were incorrect, and now I have to jump through hoops to return the items and get a replacement/refund.","Many clothes are not true to size Many clothes are not true to size. In order to return them I have to cover the cost, even though it is there fault. They make it very difficult to return items without cost to me. They want multiple images taken in a very specific way, rather than just accepting a return and checking the problem when the items arive back. This is hugely inconvenient. All clothing sizes were incorrect, and now I have to jump through hoops to return the items and get a replacement/refund.",en,many clothes true size many clothes true size order return cover cost even though fault make difficult return items without cost want multiple images taken specific way rather accepting return checking problem items arive back hugely inconvenient clothing sizes incorrect jump hoops return items get replacementrefund
Disgusting,"Disgusting, disappointing customer service I have ever seen. I ordered two items. One came and another didn’t. Its been 26 days till now. Tried to contact the customer service but only automated robot response no real personal contact me with the issue.","Disgusting Disgusting, disappointing customer service I have ever seen. I ordered two items. One came and another didn’t. Its been 26 days till now. Tried to contact the customer service but only automated robot response no real personal contact me with the issue.",en,disgusting disgusting disappointing customer service ever seen ordered two items one came another ’ 26 days till tried contact customer service automated robot response real personal contact issue
I have always been a loyal customer to…,"I have always been a loyal customer to Shein and have been ordering since 2019 but this time I have been disappointed.
I ordered on 16.11.2024 and first my order came very late, but also when I received it, it was completely damaged and dirty. But I did not report it because all the item looked fine. However, due to this delay, I was not able to check the items and if they suited me good because I was away. So when I was back I tried them and noticed that many of the item had really poor quality, which I then wanted to return but the return period had expired. I want to return it as it is only one day difference!!","I have always been a loyal customer to… I have always been a loyal customer to Shein and have been ordering since 2019 but this time I have been disappointed.
I ordered on 16.11.2024 and first my order came very late, but also when I received it, it was completely damaged and dirty. But I did not report it because all the item looked fine. However, due to this delay, I was not able to check the items and if they suited me good because I was away. So when I was back I tried them and noticed that many of the item had really poor quality, which I then wanted to return but the return period had expired. I want to return it as it is only one day difference!!",en,always loyal customer to… always loyal customer shein ordering since 2019 time disappointed ordered 16112024 first order came late also received completely damaged dirty report item looked fine however due delay able check items suited good away back tried noticed many item really poor quality wanted return return period expired want return one day difference
My package was lost in transit and I…,"My package was lost in transit and I was scared that I would lose my money (it wasn't sheins fault but the courir services in my country😒). I had contaced the costumer service, who have done their job excellently, and have recived my money back and a very nice message with it. Thank you to shein and thank you to the person who responded to my message. I will be ordering more, as I have for the past few years. Have a
blessed new year💞","My package was lost in transit and I… My package was lost in transit and I was scared that I would lose my money (it wasn't sheins fault but the courir services in my country😒). I had contaced the costumer service, who have done their job excellently, and have recived my money back and a very nice message with it. Thank you to shein and thank you to the person who responded to my message. I will be ordering more, as I have for the past few years. Have a
blessed new year💞",en,package lost transit i… package lost transit scared would lose money wasnt sheins fault courir services country😒 contaced costumer service done job excellently recived money back nice message thank shein thank person responded message ordering past years blessed new year💞
Fue horrible,Fue horrible,Fue horrible Fue horrible,en,fue horrible fue horrible
Product true to size..,It normally great..I have no complain,Product true to size.. It normally great..I have no complain,en,product true size normally greati complain
I have been shopping with SHEIN for…,"I have been shopping with SHEIN for about three years, I gave it a three star.because in order for you to be able to used the discount coupons, you use to could go in your box after using so much money with them. and would be able to get great coupons. Now they have gotten slick and started giving coupons only if you add on more . Even if you have 400.00 of merchandise alreadyso technically you're not getting anything at all. They used to honor their customers enough to give them the coupons of of how much merchandise that we would spend and-although it is not that expensive they are getting to the point to where if something is $400 at the end of your check out it would show you how much you have save off of retail ( what you would have paid now) and that's not right mainly when you used to give people discounts on how much they hsve spent and or able to get a percentage off . so it doesn't matter how much the product was after you saved what matter is SHEIN is bullmess & black balling their customers! Not even allowing them to use there coupons after previous orders Also they are TEMU is SHEIN as well

Unfortunately SHEIN I didn't have a question
I wrote on facts and can prove it!","I have been shopping with SHEIN for… I have been shopping with SHEIN for about three years, I gave it a three star.because in order for you to be able to used the discount coupons, you use to could go in your box after using so much money with them. and would be able to get great coupons. Now they have gotten slick and started giving coupons only if you add on more . Even if you have 400.00 of merchandise alreadyso technically you're not getting anything at all. They used to honor their customers enough to give them the coupons of of how much merchandise that we would spend and-although it is not that expensive they are getting to the point to where if something is $400 at the end of your check out it would show you how much you have save off of retail ( what you would have paid now) and that's not right mainly when you used to give people discounts on how much they hsve spent and or able to get a percentage off . so it doesn't matter how much the product was after you saved what matter is SHEIN is bullmess & black balling their customers! Not even allowing them to use there coupons after previous orders Also they are TEMU is SHEIN as well

Unfortunately SHEIN I didn't have a question
I wrote on facts and can prove it!",en,shopping shein for… shopping shein three years gave three starbecause order able used discount coupons use could go box using much money would able get great coupons gotten slick started giving coupons add even 40000 merchandise alreadyso technically youre getting anything used honor customers enough give coupons much merchandise would spend andalthough expensive getting point something 400 end check would show much save retail would paid thats right mainly used give people discounts much hsve spent able get percentage doesnt matter much product saved matter shein bullmess black balling customers even allowing use coupons previous orders also temu shein well unfortunately shein didnt question wrote facts prove
RIPPED OFF !!!,"I wilder from them again, y package pet saying can’t deievery, no access to deleverywhtas going on was they had my old phone number which doesn’t are since , since y address is the same, anyway I tried to get in touch with them & they said get ahold of the delivery company which they wouldn’t help me I gave them their tracking number and they stoped replying, so I go back to SHEIN & they wouldn’t help &you can’t speak with anyone. They kept my money & I have no product, never again will order from them, nd oh there is no place to change you phone number , so I got screwed no product & no money 😡😡😡😡😡","RIPPED OFF !!! I wilder from them again, y package pet saying can’t deievery, no access to deleverywhtas going on was they had my old phone number which doesn’t are since , since y address is the same, anyway I tried to get in touch with them & they said get ahold of the delivery company which they wouldn’t help me I gave them their tracking number and they stoped replying, so I go back to SHEIN & they wouldn’t help &you can’t speak with anyone. They kept my money & I have no product, never again will order from them, nd oh there is no place to change you phone number , so I got screwed no product & no money 😡😡😡😡😡",en,ripped wilder package pet saying ’ deievery access deleverywhtas going old phone number ’ since since address anyway tried get touch said get ahold delivery company ’ help gave tracking number stoped replying go back shein ’ help ’ speak anyone kept money product never order nd oh place change phone number got screwed product money 😡😡😡😡😡
I put my trust in them,"I put my trust in them, and after purchasing goods for Christmas, they sent me an incomplete parcel. When I contacted them, they said that after their verification, everything seemed fine on their end, and they wouldn't do anything to help me. The customer service was horrible, and frankly, they told me that if I didn't have proof, I shouldn't bother them anymore. I am the one who hasn't received the items, and they have taken my money.

Next time you order something, act like an influencer and film everything from the moment they start preparing your parcel to have proof.","I put my trust in them I put my trust in them, and after purchasing goods for Christmas, they sent me an incomplete parcel. When I contacted them, they said that after their verification, everything seemed fine on their end, and they wouldn't do anything to help me. The customer service was horrible, and frankly, they told me that if I didn't have proof, I shouldn't bother them anymore. I am the one who hasn't received the items, and they have taken my money.

Next time you order something, act like an influencer and film everything from the moment they start preparing your parcel to have proof.",en,put trust put trust purchasing goods christmas sent incomplete parcel contacted said verification everything seemed fine end wouldnt anything help customer service horrible frankly told didnt proof shouldnt bother anymore one hasnt received items taken money next time order something act like influencer film everything moment start preparing parcel proof
I love SHEIN because them have…,I love SHEIN because them have beautiful things but please don’t use cirro to deliver my order again because I have been using SHEIN for years now I don’t have problems with them,I love SHEIN because them have… I love SHEIN because them have beautiful things but please don’t use cirro to deliver my order again because I have been using SHEIN for years now I don’t have problems with them,en,love shein have… love shein beautiful things please ’ use cirro deliver order using shein years ’ problems
Late Order,order was late by 4 days and i did not get my on time guarantee shein points as promised. very disappointed as i usually get orders delivered on time. customer service did not help.,Late Order order was late by 4 days and i did not get my on time guarantee shein points as promised. very disappointed as i usually get orders delivered on time. customer service did not help.,en,late order order late 4 days get time guarantee shein points promised disappointed usually get orders delivered time customer service help
Item delivered was not what I ordered,"Item delivered was not what I ordered - ordered an ornate candle holder - received a rubber contraption! No refund offered.

Note to Shein - I spent hours this week trying to contact your customer service lines...they don't work!

Update 3.2.25:

Still no response from Shein despite emails sent - still have the item I did not order - still no offer to pay postage or refund....","Item delivered was not what I ordered Item delivered was not what I ordered - ordered an ornate candle holder - received a rubber contraption! No refund offered.

Note to Shein - I spent hours this week trying to contact your customer service lines...they don't work!

Update 3.2.25:

Still no response from Shein despite emails sent - still have the item I did not order - still no offer to pay postage or refund....",en,item delivered ordered item delivered ordered ordered ornate candle holder received rubber contraption refund offered note shein spent hours week trying contact customer service linesthey dont work update 3225 still response shein despite emails sent still item order still offer pay postage refund
AVOID ORDERING!!!,Ordered approx £120 worth of an order for my daughter for Christmas! 4 items missing and customer services saying package wasn’t missing! The package isn’t missing but 4 items are! Customer service refusing to help! Avoid this app!!!,AVOID ORDERING!!! Ordered approx £120 worth of an order for my daughter for Christmas! 4 items missing and customer services saying package wasn’t missing! The package isn’t missing but 4 items are! Customer service refusing to help! Avoid this app!!!,en,avoid ordering ordered approx £120 worth order daughter christmas 4 items missing customer services saying package ’ missing package ’ missing 4 items customer service refusing help avoid app
They advertise 3-5 days delivery I have…,They advertise 3-5 days delivery I have been waiting 3 weeks. Ordered another item supposed to be 3-5 days had an email saying yet another item is going to be delayed. Why advertise quick ship?? I was waiting for Christmas present which obviously haven’t arrived,They advertise 3-5 days delivery I have… They advertise 3-5 days delivery I have been waiting 3 weeks. Ordered another item supposed to be 3-5 days had an email saying yet another item is going to be delayed. Why advertise quick ship?? I was waiting for Christmas present which obviously haven’t arrived,en,advertise 35 days delivery have… advertise 35 days delivery waiting 3 weeks ordered another item supposed 35 days email saying yet another item going delayed advertise quick ship waiting christmas present obviously ’ arrived
Shein,"Firstly, I've brought a few things from this app and yes they have been great quality for their price but the reason I'm giving 3 stars is mainly because of the games that give you free items, they would none stop telling you to invite people and they would promise it's the last time you need to but it never is. I've successfully invited 6 people and it's still asking me to invite more. I would love it if there was an option to pay for the remaining you owe instead of constantly inviting people.","Shein Firstly, I've brought a few things from this app and yes they have been great quality for their price but the reason I'm giving 3 stars is mainly because of the games that give you free items, they would none stop telling you to invite people and they would promise it's the last time you need to but it never is. I've successfully invited 6 people and it's still asking me to invite more. I would love it if there was an option to pay for the remaining you owe instead of constantly inviting people.",en,shein firstly ive brought things app yes great quality price reason im giving 3 stars mainly games give free items would none stop telling invite people would promise last time need never ive successfully invited 6 people still asking invite would love option pay remaining owe instead constantly inviting people
User friendly app with great selection products,"User friendly app, easy search, great selection, most products are in a good condition or good quality, fast delivery.","User friendly app with great selection products User friendly app, easy search, great selection, most products are in a good condition or good quality, fast delivery.",en,user friendly app great selection products user friendly app easy search great selection products good condition good quality fast delivery
On the 27th of November I ordered 15…,"On the 27th of November I ordered 15 items I paid 120 pound the order showed delivered on 17th of December at 12:00 I got in touch with evri they said they couldn’t locate the parcel and told me too get in touch with SHEIN I got in touch with
SHEIN they told me too ask the carrier too confirm it’s lost so I got back in touch with evri and they said they still can’t locate it I showed SHEIN photo evidence of evri saying this and that there was no photo proof of delivery too my adress the still refuse to send it or give me a refund definitely a rip of I was a good customers too SHEIN I recommend SHEIN to my family freinds and work coalloges but I would definitely not recommend rip off!!","On the 27th of November I ordered 15… On the 27th of November I ordered 15 items I paid 120 pound the order showed delivered on 17th of December at 12:00 I got in touch with evri they said they couldn’t locate the parcel and told me too get in touch with SHEIN I got in touch with
SHEIN they told me too ask the carrier too confirm it’s lost so I got back in touch with evri and they said they still can’t locate it I showed SHEIN photo evidence of evri saying this and that there was no photo proof of delivery too my adress the still refuse to send it or give me a refund definitely a rip of I was a good customers too SHEIN I recommend SHEIN to my family freinds and work coalloges but I would definitely not recommend rip off!!",en,27th november ordered 15… 27th november ordered 15 items paid 120 pound order showed delivered 17th december 1200 got touch evri said ’ locate parcel told get touch shein got touch shein told ask carrier confirm ’ lost got back touch evri said still ’ locate showed shein photo evidence evri saying photo proof delivery adress still refuse send give refund definitely rip good customers shein recommend shein family freinds work coalloges would definitely recommend rip
My experience,I have a very good experience with Shein,My experience I have a very good experience with Shein,en,experience good experience shein
If I could give zero stars i would. Poor customer service,"** edited to respond to Sheins comment**
I have spoken to your customer service THREE times. No one has done anything to rectify the situation. It was clear from my post that I had already spoken to customer service, too. Don't offer to help if no help is actually provided.

If I could give zero stars, I would.
I have been a long time shopper at shein. Like long enough that i am considered a tier 3 VIP. And up until recently still supported them. For the first time I have had an issue with a shipment. There were missing items from my package. Contacting customer service was unhelpful. I was told I would be credited points to my account to repurchase the missing items. These items totalled about $70. The points i was credited were worth less than $1. Contacted customer service again. They told me to contact the shipping company. Which I have done. With no response.
Shein refuses to resolve the issue.
To top it off their products have went down in quality but huge price increase. They cap the coupons so you can only save a small amount now, where they used to be unlimited. The coupons also aren't nearly as high of a percent off as they used to be.

I can see why loyal customers are dropping off left right and center. Save your money. Shop elsewhere.","If I could give zero stars i would. Poor customer service ** edited to respond to Sheins comment**
I have spoken to your customer service THREE times. No one has done anything to rectify the situation. It was clear from my post that I had already spoken to customer service, too. Don't offer to help if no help is actually provided.

If I could give zero stars, I would.
I have been a long time shopper at shein. Like long enough that i am considered a tier 3 VIP. And up until recently still supported them. For the first time I have had an issue with a shipment. There were missing items from my package. Contacting customer service was unhelpful. I was told I would be credited points to my account to repurchase the missing items. These items totalled about $70. The points i was credited were worth less than $1. Contacted customer service again. They told me to contact the shipping company. Which I have done. With no response.
Shein refuses to resolve the issue.
To top it off their products have went down in quality but huge price increase. They cap the coupons so you can only save a small amount now, where they used to be unlimited. The coupons also aren't nearly as high of a percent off as they used to be.

I can see why loyal customers are dropping off left right and center. Save your money. Shop elsewhere.",en,could give zero stars would poor customer service edited respond sheins comment spoken customer service three times one done anything rectify situation clear post already spoken customer service dont offer help help actually provided could give zero stars would long time shopper shein like long enough considered tier 3 vip recently still supported first time issue shipment missing items package contacting customer service unhelpful told would credited points account repurchase missing items items totalled 70 points credited worth less 1 contacted customer service told contact shipping company done response shein refuses resolve issue top products went quality huge price increase cap coupons save small amount used unlimited coupons also arent nearly high percent used see loyal customers dropping left right center save money shop elsewhere
SHEIN has lost a customer due to the…,"SHEIN has lost a customer due to the delivery company they choose to use , DHL!!! who’s only 2 star rated and looking at reviews, im not the only one had this problem! I spent over $300 on an order and only received 4 items in a separate package but my big order was marked as delivered and WAS NOT DELIVERED!","SHEIN has lost a customer due to the… SHEIN has lost a customer due to the delivery company they choose to use , DHL!!! who’s only 2 star rated and looking at reviews, im not the only one had this problem! I spent over $300 on an order and only received 4 items in a separate package but my big order was marked as delivered and WAS NOT DELIVERED!",en,shein lost customer due the… shein lost customer due delivery company choose use dhl ’ 2 star rated looking reviews im one problem spent 300 order received 4 items separate package big order marked delivered delivered
Thank you for your fast delivery I love…,Thank you for your fast delivery I love my clothes will purchase again,Thank you for your fast delivery I love… Thank you for your fast delivery I love my clothes will purchase again,en,thank fast delivery love… thank fast delivery love clothes purchase
That you can get anything on shein,"Because if you're looking for something to buy you can always come here ppl always full up their shein charts why because they have what they want right there because of shein you will never have to worry about things that you can't fine in other stores you can get clothes,case, shoes etc!!","That you can get anything on shein Because if you're looking for something to buy you can always come here ppl always full up their shein charts why because they have what they want right there because of shein you will never have to worry about things that you can't fine in other stores you can get clothes,case, shoes etc!!",en,get anything shein youre looking something buy always come ppl always full shein charts want right shein never worry things cant fine stores get clothescase shoes etc
It’s make buying easier and…,It’s make buying easier and communication is so fast,It’s make buying easier and… It’s make buying easier and communication is so fast,en,’ make buying easier and… ’ make buying easier communication fast
I got my items earlier than expected,"I got my items earlier than expected, everything looks great!","I got my items earlier than expected I got my items earlier than expected, everything looks great!",en,got items earlier expected got items earlier expected everything looks great
Good quality,It was fast shipping n good quality.,Good quality It was fast shipping n good quality.,en,good quality fast shipping good quality
they are so bad,"they are so bad. A fraud company, Do joy waste tour money with them","they are so bad they are so bad. A fraud company, Do joy waste tour money with them",en,bad bad fraud company joy waste tour money
bought T-shirts,"bought three T-shirts. paid. money was withdrawn from my account. fourth week goes by and no delivery of goods. twice they tried to deliver at midnight and 6:30 am with closed doors to the apartment complex. real ba*tards. return the money, ba*tards. no phone number or contact details to contact them!

Wikipedia says: “Shein was also cited in a Marketplace investigation overseen by professor Miriam Diamond at the University of Toronto for selling toddlers' jackets that contained almost 20 times the amount of lead permitted under Health Canada's safety regulations.[61] The company also sold a red purse that contained five times the permitted amount of lead.[61] Shein notified Marketplace that they would stop selling the two items and would stop getting supplies from the corresponding suppliers until the problem was addressed.[61] In May 2024, South Korean authorities found that some of Shein products contained unsafe level of phthalates.[62]”.","bought T-shirts bought three T-shirts. paid. money was withdrawn from my account. fourth week goes by and no delivery of goods. twice they tried to deliver at midnight and 6:30 am with closed doors to the apartment complex. real ba*tards. return the money, ba*tards. no phone number or contact details to contact them!

Wikipedia says: “Shein was also cited in a Marketplace investigation overseen by professor Miriam Diamond at the University of Toronto for selling toddlers' jackets that contained almost 20 times the amount of lead permitted under Health Canada's safety regulations.[61] The company also sold a red purse that contained five times the permitted amount of lead.[61] Shein notified Marketplace that they would stop selling the two items and would stop getting supplies from the corresponding suppliers until the problem was addressed.[61] In May 2024, South Korean authorities found that some of Shein products contained unsafe level of phthalates.[62]”.",en,bought tshirts bought three tshirts paid money withdrawn account fourth week goes delivery goods twice tried deliver midnight 630 closed doors apartment complex real batards return money batards phone number contact details contact wikipedia says “ shein also cited marketplace investigation overseen professor miriam diamond university toronto selling toddlers jackets contained almost 20 times amount lead permitted health canadas safety regulations61 company also sold red purse contained five times permitted amount lead61 shein notified marketplace would stop selling two items would stop getting supplies corresponding suppliers problem addressed61 may 2024 south korean authorities found shein products contained unsafe level phthalates62 ”
VERY GOOD DO NOT UNDERESTIMATE,"Omg it was amazing !!!!!!!!!
BUY BUY BUY BUY BUY BUY DEFFO BUYYYYYYYY","VERY GOOD DO NOT UNDERESTIMATE Omg it was amazing !!!!!!!!!
BUY BUY BUY BUY BUY BUY DEFFO BUYYYYYYYY",en,good underestimate omg amazing buy buy buy buy buy buy deffo buyyyyyyyy
Shein is really great I love the app,"Date of experience: December 31, 2024","Shein is really great I love the app Date of experience: December 31, 2024",en,shein really great love app date experience december 31 2024
Fit very well grate color my husband…,Fit very well grate color my husband absolutely loved it I would post pictures if I knew how,Fit very well grate color my husband… Fit very well grate color my husband absolutely loved it I would post pictures if I knew how,en,fit well grate color husband… fit well grate color husband absolutely loved would post pictures knew
All my,"All my
Packages arrived on different dates although I bought it as a joint shipment not 1.","All my All my
Packages arrived on different dates although I bought it as a joint shipment not 1.",en,packages arrived different dates although bought joint shipment 1
I liked everything I purchased,I liked everything I purchased,I liked everything I purchased I liked everything I purchased,en,liked everything purchased liked everything purchased
Crooks,"Been using SHEIN for 8yrs no problems. Past few months with SpeedX and not but issues.
My last order was not delivered. Tracking was not update nor moved for 3wks. Then out of nowhere tracking is updated that item delivered 3wks ago when I never was. Tracking didn’t show delay not indicated that delivery update was made Dec 24. They back tracked it to Dec 7. Shein basically told me ohh well not their problem it says delivered","Crooks Been using SHEIN for 8yrs no problems. Past few months with SpeedX and not but issues.
My last order was not delivered. Tracking was not update nor moved for 3wks. Then out of nowhere tracking is updated that item delivered 3wks ago when I never was. Tracking didn’t show delay not indicated that delivery update was made Dec 24. They back tracked it to Dec 7. Shein basically told me ohh well not their problem it says delivered",en,crooks using shein 8yrs problems past months speedx issues last order delivered tracking update moved 3wks nowhere tracking updated item delivered 3wks ago never tracking ’ show delay indicated delivery update made dec 24 back tracked dec 7 shein basically told ohh well problem says delivered
Fast and reliable,Fast and reliable,Fast and reliable Fast and reliable,en,fast reliable fast reliable
Order was late and one item was wrong sent me someone else's customised blanket,"Ordered on 5th Dec only received it yesterday 31st. I got someone else's customised blanket. So I've a picture of a stranger on it, nothing like the one I ordered for my son. I was disappointed with how long the delivery took I should have had it before 29th December latest. I have been shopping with shein years I will never use shein again. I would like a full refund also. Also the picture of the other customised blankets I got are smaller than I had anticipated. Very disappointed as they were supposed to be Christmas presents.","Order was late and one item was wrong sent me someone else's customised blanket Ordered on 5th Dec only received it yesterday 31st. I got someone else's customised blanket. So I've a picture of a stranger on it, nothing like the one I ordered for my son. I was disappointed with how long the delivery took I should have had it before 29th December latest. I have been shopping with shein years I will never use shein again. I would like a full refund also. Also the picture of the other customised blankets I got are smaller than I had anticipated. Very disappointed as they were supposed to be Christmas presents.",en,order late one item wrong sent someone elses customised blanket ordered 5th dec received yesterday 31st got someone elses customised blanket ive picture stranger nothing like one ordered son disappointed long delivery took 29th december latest shopping shein years never use shein would like full refund also also picture customised blankets got smaller anticipated disappointed supposed christmas presents
Item never arrived took my money almost…,Item never arrived took my money almost a month ago and not refunding just going around in circles avoid!,Item never arrived took my money almost… Item never arrived took my money almost a month ago and not refunding just going around in circles avoid!,en,item never arrived took money almost… item never arrived took money almost month ago refunding going around circles avoid
Return,"I am writing to express my disappointment regarding my recent order (Order Number: [Insert Order Number]). The shipment was delivered more than 10 days later than the estimated delivery date provided by your company. This delay caused significant inconvenience, as I had already traveled by the time the package arrived.

Most of the items in the order were intended as gifts, which are no longer needed. Upon returning and attempting to process a return, I was informed that the return window had passed. However, the late delivery was entirely due to your service, and I believe it is unfair to penalize me for this.

I kindly request that you make an exception and allow me to return the items for a full refund. I have attached proof of the delayed delivery for your reference. I trust that as a reputable company, you will prioritize customer satisfaction and take appropriate action to resolve this matter.","Return I am writing to express my disappointment regarding my recent order (Order Number: [Insert Order Number]). The shipment was delivered more than 10 days later than the estimated delivery date provided by your company. This delay caused significant inconvenience, as I had already traveled by the time the package arrived.

Most of the items in the order were intended as gifts, which are no longer needed. Upon returning and attempting to process a return, I was informed that the return window had passed. However, the late delivery was entirely due to your service, and I believe it is unfair to penalize me for this.

I kindly request that you make an exception and allow me to return the items for a full refund. I have attached proof of the delayed delivery for your reference. I trust that as a reputable company, you will prioritize customer satisfaction and take appropriate action to resolve this matter.",en,return writing express disappointment regarding recent order order number insert order number shipment delivered 10 days later estimated delivery date provided company delay caused significant inconvenience already traveled time package arrived items order intended gifts longer needed upon returning attempting process return informed return window passed however late delivery entirely due service believe unfair penalize kindly request make exception allow return items full refund attached proof delayed delivery reference trust reputable company prioritize customer satisfaction take appropriate action resolve matter
Very disappointment and worst service…,Very disappointment and worst customer service I received in years. I placed an order with several items and one of the items was completely different than what I ordered. Got in contact with them to see about a possible return. Here after various attempts to try get in touch with them with no reply and emails ignored. Bad bad service - would definitely not recommend to anyone.,Very disappointment and worst service… Very disappointment and worst customer service I received in years. I placed an order with several items and one of the items was completely different than what I ordered. Got in contact with them to see about a possible return. Here after various attempts to try get in touch with them with no reply and emails ignored. Bad bad service - would definitely not recommend to anyone.,en,disappointment worst service… disappointment worst customer service received years placed order several items one items completely different ordered got contact see possible return various attempts try get touch reply emails ignored bad bad service would definitely recommend anyone
Super,Super merci beaucoup,Super Super merci beaucoup,en,super super merci beaucoup
i still haven’t received my package…,i still haven’t received my package that is currently 2 weeks late so if any of you guys get “ONTRAC” as ur delivery thing don’t expect it to come,i still haven’t received my package… i still haven’t received my package that is currently 2 weeks late so if any of you guys get “ONTRAC” as ur delivery thing don’t expect it to come,en,still ’ received package… still ’ received package currently 2 weeks late guys get “ ontrac ” ur delivery thing ’ expect come
The quality of the fabric is very poor,"Date of experience: December 30, 2024","The quality of the fabric is very poor Date of experience: December 30, 2024",en,quality fabric poor date experience december 30 2024
Very good good luck with the test good w,Very nice work and very good project with great community and great product very good job keep up,Very good good luck with the test good w Very nice work and very good project with great community and great product very good job keep up,en,good good luck test good nice work good project great community great product good job keep
Excellent service,I received my package the service is very good,Excellent service I received my package the service is very good,en,excellent service received package service good
